[   0,    0]
[2647, 3906]
[2646, 3909]
[2021, 4539]
[2648, 3915]
[2649, 3914]
[2024, 4546]
[2653, 3919]
[2654, 3922]
[2656, 3932]
[2030, 4559]
[2658, 3931]
[2663, 3934]
[2665, 3939]
[2667, 3937]
[2036, 4572]
[2670, 3945]
[2674, 3943]
[2039, 4579]
[2042, 4586]
[2676, 3954]
[2675, 3956]
[2678, 3957]
[2046, 4595]
[2047, 4598]
[2683, 3966]
[2686, 3970]
[2051, 4607]
[2688, 3973]
[2053, 4612]
[2055, 4617]
[2692, 3980]
[2693, 3979]
[2697, 3984]
[2698, 3987]
[2060, 4628]
[2061, 4631]
[2703, 3995]
[2705, 3998]
[2708, 3999]
[2066, 4642]
[2709, 4005]
[2712, 4002]
[2069, 4649]
[2070, 4652]
[2715, 4012]
[2716, 4011]
[2073, 4659]
[2719, 4019]
[2077, 4668]
[2724, 4022]
[2078, 4671]
[2725, 4027]
[2723, 4032]
[2081, 4678]
[2082, 4681]
[2730, 4033]
[2731, 4037]
[2735, 4040]
[2086, 4690]
[2736, 4044]
[2089, 4697]
[2092, 4704]
[2744, 4054]
[2095, 4711]
[2746, 4060]
[2749, 4061]
[2750, 4065]
[2756, 4069]
[2104, 4730]
[2759, 4076]
[2763, 4079]
[2761, 4082]
[2107, 4737]
[2109, 4742]
[2764, 4087]
[2110, 4745]
[2768, 4088]
[2111, 4748]
[2112, 4751]
[2773, 4092]
[2774, 4099]
[2117, 4762]
[2775, 4104]
[2118, 4765]
[2778, 4105]
[2782, 4106]
[2121, 4772]
[2785, 4113]
[2786, 4116]
[2125, 4781]
[2790, 4121]
[2789, 4125]
[2794, 4127]
[2130, 4792]
[2796, 4130]
[2132, 4797]
[2798, 4136]
[2135, 4804]
[2804, 4143]
[2809, 4149]
[2812, 4154]
[2144, 4823]
[2814, 4157]
[2813, 4159]
[2146, 4828]
[2817, 4162]
[2822, 4170]
[2826, 4175]
[2827, 4178]
[2157, 4851]
[2830, 4182]
[2832, 4185]
[2163, 4864]
[2838, 4193]
[2166, 4871]
[2841, 4197]
[2840, 4199]
[2167, 4874]
[2843, 4200]
[2842, 4202]
[2169, 4879]
[2850, 4208]
[2851, 4212]
[2854, 4220]
[2856, 4219]
[2179, 4900]
[2857, 4227]
[2860, 4224]
[2864, 4229]
[2184, 4911]
[2186, 4916]
[2867, 4239]
[2869, 4237]
[2189, 4923]
[2190, 4926]
[2874, 4245]
[2876, 4250]
[2877, 4254]
[2879, 4252]
[2878, 4258]
[2883, 4261]
[2890, 4265]
[2889, 4268]
[2888, 4272]
[2207, 4961]
[2893, 4275]
[2208, 4964]
[2896, 4279]
[2897, 4282]
[2212, 4973]
[2213, 4976]
[2900, 4292]
[2215, 4981]
[2906, 4294]
[2905, 4296]
[2910, 4299]
[2911, 4298]
[2912, 4302]
[2221, 4994]
[2223, 4999]
[2914, 4309]
[2920, 4317]
[2228, 5010]
[2922, 4316]
[2229, 5013]
[2923, 4321]
[2230, 5016]
[2234, 5025]
[2930, 4330]
[2235, 5028]
[2934, 4335]
[2238, 5035]
[2937, 4339]
[2938, 4342]
[2242, 5044]
[2943, 4346]
[2941, 4350]
[2245, 5051]
[2944, 4352]
[2948, 4355]
[2955, 4361]
[2954, 4364]
[2956, 4367]
[2958, 4370]
[2960, 4373]
[2959, 4376]
[2961, 4379]
[2964, 4378]
[2262, 5086]
[2967, 4383]
[2263, 5089]
[2266, 5096]
[2972, 4392]
[2975, 4397]
[2977, 4400]
[2271, 5107]
[2272, 5110]
[2980, 4404]
[2273, 5113]
[2275, 5118]
[2986, 4412]
[2987, 4416]
[2988, 4415]
[2989, 4419]
[2280, 5129]
[2281, 5132]
[2990, 4423]
[2282, 5135]
[2993, 4424]
[2997, 4431]
[2288, 5148]
[3001, 4436]
[3002, 4440]
[2290, 5153]
[2291, 5156]
[3005, 4442]
[3006, 4445]
[3010, 4446]
[3013, 4455]
[3015, 4458]
[3018, 4459]
[2301, 5177]
[3020, 4467]
[3021, 4466]
[2305, 5186]
[3025, 4469]
[3027, 4475]
[3029, 4480]
[3034, 4483]
[2315, 5207]
[3036, 4488]
[3041, 4487]
[3038, 4494]
[3042, 4492]
[2320, 5218]
[3044, 4498]
[2322, 5223]
[3047, 4506]
[3048, 4509]
[2326, 5232]
[2327, 5235]
[3051, 4513]
[3054, 4511]
[2328, 5238]
[2329, 5241]
[3056, 4519]
[3063, 4516]
[3060, 4520]
[3059, 4524]
[3070, 4536]
[2341, 5266]
[3072, 4542]
[3073, 4541]
[2346, 5277]
[3078, 4549]
[2349, 5284]
[3081, 4553]
[3082, 4556]
[2354, 5295]
[3087, 4563]
[3090, 4567]
[3091, 4570]
[3096, 4574]
[3097, 4578]
[3101, 4583]
[2368, 5324]
[3105, 4589]
[2369, 5327]
[2370, 5330]
[2371, 5333]
[3110, 4596]
[2372, 5336]
[3114, 4599]
[3113, 4601]
[3117, 4604]
[3115, 4608]
[2377, 5347]
[3119, 4611]
[2380, 5354]
[3124, 4613]
[3120, 4623]
[3127, 4618]
[3125, 4627]
[3131, 4621]
[3129, 4626]
[2387, 5369]
[2388, 5372]
[3133, 4629]
[3137, 4635]
[2392, 5381]
[3141, 4636]
[3140, 4640]
[2395, 5388]
[2398, 5395]
[3147, 4651]
[3148, 4658]
[3152, 4657]
[3154, 4663]
[3157, 4664]
[3160, 4672]
[3164, 4675]
[3169, 4682]
[3172, 4686]
[2421, 5442]
[3174, 4691]
[3175, 4695]
[3177, 4693]
[2426, 5453]
[3180, 4701]
[3182, 4700]
[3179, 4706]
[3185, 4710]
[3191, 4714]
[3186, 4721]
[3194, 4718]
[3195, 4717]
[2439, 5480]
[3197, 4725]
[3202, 4728]
[3199, 4732]
[3205, 4736]
[3203, 4739]
[2448, 5499]
[2450, 5504]
[3214, 4743]
[3216, 4750]
[3215, 4752]
[3213, 4755]
[2455, 5515]
[2456, 5518]
[3218, 4756]
[2457, 5521]
[2459, 5526]
[3225, 4764]
[3222, 4769]
[3228, 4768]
[3229, 4774]
[3232, 4773]
[3235, 4778]
[2469, 5547]
[3236, 4782]
[3237, 4785]
[2472, 5554]
[2474, 5559]
[3243, 4793]
[3246, 4790]
[3247, 4798]
[3250, 4802]
[3252, 4805]
[2482, 5576]
[3251, 4808]
[2483, 5579]
[3257, 4813]
[3258, 4819]
[3259, 4818]
[2488, 5590]
[3262, 4817]
[2489, 5593]
[2491, 5598]
[3265, 4825]
[3267, 4831]
[3272, 4834]
[2497, 5611]
[3273, 4838]
[3274, 4837]
[2498, 5614]
[2500, 5619]
[3276, 4843]
[3279, 4845]
[2503, 5626]
[2505, 5631]
[3284, 4852]
[3285, 4855]
[2507, 5636]
[3287, 4860]
[2509, 5641]
[3292, 4861]
[2510, 5644]
[3291, 4865]
[3293, 4868]
[3296, 4867]
[3297, 4873]
[3299, 4876]
[2517, 5659]
[3306, 4885]
[3307, 4888]
[3310, 4890]
[2526, 5678]
[3313, 4897]
[3316, 4899]
[3317, 4902]
[3319, 4907]
[2536, 5699]
[3324, 4914]
[2539, 5706]
[3331, 4918]
[3329, 4921]
[2541, 5711]
[2543, 5716]
[3334, 4927]
[2545, 5721]
[3336, 4933]
[3341, 4930]
[3337, 4938]
[3342, 4941]
[3344, 4940]
[2553, 5738]
[3349, 4947]
[3351, 4946]
[3350, 4954]
[3352, 4959]
[2560, 5753]
[3357, 4960]
[3356, 4962]
[2563, 5760]
[3360, 4965]
[3362, 4971]
[2569, 5773]
[3371, 4982]
[2575, 5786]
[3374, 4987]
[3381, 4995]
[3380, 4998]
[3383, 5000]
[3386, 5002]
[2585, 5807]
[3388, 5008]
[2587, 5812]
[3390, 5011]
[2590, 5819]
[3392, 5019]
[3395, 5017]
[3399, 5022]
[2594, 5828]
[3403, 5027]
[3402, 5030]
[3406, 5031]
[2600, 5841]
[3408, 5034]
[3411, 5042]
[2604, 5850]
[2605, 5853]
[3415, 5045]
[2606, 5856]
[3412, 5052]
[2608, 5861]
[3418, 5053]
[3416, 5057]
[3422, 5054]
[3426, 5060]
[3427, 5063]
[2616, 5878]
[2617, 5881]
[2618, 5884]
[3431, 5073]
[3434, 5072]
[2624, 5897]
[3439, 5084]
[3440, 5083]
[2628, 5906]
[3444, 5090]
[2629, 5909]
[3447, 5091]
[3446, 5093]
[3449, 5097]
[2635, 5922]
[3454, 5103]
[3455, 5106]
[3457, 5112]
[3462, 5114]
[3463, 5117]
[2643, 5939]
[3466, 5119]
[3465, 5122]
[3467, 5127]
[3470, 5126]
[3471, 5130]
[3478, 5136]
[3479, 5140]
[2657, 5968]
[3480, 5145]
[2659, 5973]
[3486, 5149]
[2662, 5980]
[3487, 5155]
[3488, 5154]
[3493, 5157]
[3492, 5159]
[3491, 5161]
[3495, 5164]
[2668, 5993]
[3500, 5172]
[3503, 5176]
[3504, 5175]
[2677, 6012]
[3509, 5184]
[2679, 6017]
[3508, 5189]
[2680, 6020]
[2681, 6023]
[3514, 5190]
[3515, 5195]
[3517, 5194]
[2684, 6030]
[3518, 5197]
[2685, 6033]
[2687, 6038]
[3524, 5206]
[2689, 6043]
[3526, 5209]
[3528, 5215]
[3529, 5214]
[2694, 6054]
[2695, 6057]
[3533, 5221]
[3538, 5228]
[3541, 5230]
[3542, 5234]
[2704, 6076]
[3544, 5237]
[3545, 5236]
[2707, 6083]
[3549, 5243]
[2710, 6090]
[3552, 5248]
[3555, 5252]
[3557, 5255]
[3564, 5263]
[2721, 6113]
[3570, 5272]
[3571, 5276]
[3574, 5275]
[2728, 6128]
[3576, 5280]
[3579, 5282]
[3578, 5286]
[3581, 5287]
[2732, 6137]
[2733, 6140]
[3582, 5293]
[3583, 5292]
[3588, 5298]
[3585, 5303]
[2738, 6151]
[2740, 6156]
[3592, 5304]
[3586, 5312]
[3594, 5307]
[2743, 6163]
[3595, 5311]
[3591, 5319]
[2745, 6168]
[3600, 5315]
[2747, 6173]
[3603, 5322]
[3606, 5323]
[3604, 5326]
[2752, 6184]
[2753, 6187]
[3611, 5332]
[2754, 6190]
[3618, 5342]
[3619, 5351]
[3625, 5352]
[2765, 6213]
[2766, 6216]
[3627, 5357]
[2767, 6219]
[3628, 5361]
[2769, 6224]
[3629, 5365]
[2770, 6227]
[3635, 5370]
[3638, 5375]
[2777, 6242]
[3641, 5379]
[3642, 5382]
[2779, 6247]
[2780, 6250]
[2783, 6257]
[3649, 5391]
[3650, 5394]
[3654, 5397]
[2788, 6268]
[3657, 5402]
[3655, 5405]
[3661, 5407]
[2792, 6277]
[3664, 5411]
[2795, 6284]
[3667, 5416]
[3669, 5422]
[2799, 6293]
[2801, 6298]
[3673, 5427]
[3674, 5426]
[2803, 6303]
[3679, 5435]
[2806, 6310]
[3681, 5438]
[2808, 6315]
[3683, 5441]
[3686, 5446]
[2811, 6322]
[3690, 5452]
[3693, 5456]
[3695, 5461]
[2819, 6339]
[2821, 6344]
[3700, 5465]
[3699, 5467]
[2823, 6349]
[3703, 5472]
[2824, 6352]
[3706, 5476]
[2828, 6361]
[3710, 5482]
[2829, 6364]
[3711, 5489]
[2833, 6373]
[3717, 5491]
[2835, 6378]
[3718, 5495]
[3721, 5497]
[3726, 5505]
[3727, 5508]
[3731, 5511]
[2846, 6401]
[2847, 6404]
[2849, 6409]
[3739, 5523]
[3740, 5527]
[2853, 6418]
[3743, 5528]
[3746, 5529]
[3742, 5535]
[3749, 5541]
[3753, 5539]
[3750, 5548]
[2862, 6437]
[3755, 5550]
[2865, 6444]
[3760, 5549]
[3761, 5552]
[3756, 5558]
[3759, 5562]
[2870, 6455]
[2872, 6460]
[3767, 5573]
[3772, 5569]
[3770, 5574]
[3773, 5578]
[3777, 5577]
[3783, 5582]
[3779, 5589]
[2885, 6487]
[3784, 5592]
[3787, 5596]
[3791, 5602]
[3792, 5605]
[2894, 6506]
[3796, 5610]
[3801, 5613]
[2899, 6517]
[3804, 5621]
[2903, 6526]
[3807, 5628]
[3810, 5625]
[2907, 6535]
[3812, 5632]
[3813, 5638]
[3819, 5637]
[3814, 5643]
[3816, 5642]
[3821, 5645]
[2915, 6552]
[3826, 5648]
[3823, 5653]
[2918, 6559]
[3825, 5652]
[3828, 5651]
[2924, 6572]
[3834, 5662]
[3832, 5665]
[2925, 6575]
[2926, 6578]
[3835, 5670]
[3838, 5669]
[2927, 6581]
[3839, 5675]
[2931, 6590]
[3845, 5679]
[2932, 6593]
[2933, 6596]
[3846, 5683]
[3847, 5686]
[3851, 5689]
[3853, 5696]
[3856, 5697]
[3858, 5702]
[2945, 6621]
[3863, 5708]
[2947, 6626]
[3866, 5713]
[2951, 6635]
[3870, 5719]
[3872, 5722]
[3873, 5726]
[3877, 5731]
[3878, 5730]
[2962, 6658]
[3886, 5741]
[2965, 6665]
[3887, 5744]
[3888, 5747]
[3890, 5746]
[2968, 6672]
[2969, 6675]
[3891, 5754]
[2970, 6678]
[3896, 5756]
[3897, 5755]
[3898, 5759]
[2976, 6691]
[3903, 5765]
[2979, 6698]
[3907, 5772]
[2981, 6703]
[3908, 5776]
[2982, 6706]
[3911, 5778]
[2983, 6709]
[3910, 5782]
[3912, 5781]
[3916, 5787]
[3921, 5791]
[2991, 6726]
[3923, 5798]
[3926, 5799]
[3924, 5802]
[2994, 6733]
[3929, 5806]
[2998, 6742]
[3933, 5809]
[3000, 6747]
[3935, 5814]
[3936, 5818]
[3004, 6756]
[3940, 5821]
[3941, 5824]
[3007, 6763]
[3946, 5831]
[3011, 6772]
[3949, 5836]
[3014, 6779]
[3955, 5844]
[3017, 6786]
[3960, 5851]
[3961, 5857]
[3965, 5855]
[3023, 6799]
[3967, 5862]
[3968, 5865]
[3969, 5871]
[3974, 5867]
[3030, 6814]
[3031, 6817]
[3975, 5873]
[3032, 6820]
[3976, 5879]
[3978, 5886]
[3039, 6835]
[3985, 5892]
[3988, 5889]
[3991, 5891]
[3990, 5894]
[3045, 6848]
[3992, 5902]
[3996, 5908]
[4000, 5905]
[3049, 6857]
[4003, 5914]
[4001, 5923]
[4007, 5920]
[3058, 6876]
[4006, 5929]
[4013, 5927]
[3061, 6883]
[4015, 5932]
[3062, 6886]
[3064, 6891]
[4021, 5937]
[4020, 5940]
[4017, 5945]
[3067, 6898]
[4023, 5942]
[3069, 6903]
[4026, 5950]
[3071, 6908]
[4028, 5953]
[3075, 6917]
[4034, 5960]
[3076, 6920]
[3077, 6923]
11579519
